Processes: 388 total, 4 running, 384 sleeping, 1497 threads 
2019/01/17 15:08:14
Load Avg: 2.87, 2.74, 2.66 
CPU usage: 42.14% user, 19.28% sys, 38.57% idle 
SharedLibs: 250M resident, 64M data, 69M linkedit.
MemRegions: 91607 total, 4912M resident, 202M private, 1082M shared.
PhysMem: 10G used (1556M wired), 1596M unused.
VM: 2565G vsize, 1113M framework vsize, 122878(0) swapins, 207342(0) swapouts.
Networks: packets: 4415501/4137M in, 2541678/316M out.
Disks: 3008177/501G read, 5218720/493G written.

PID    COMMAND          %CPU TIME     #TH   #WQ #PORTS MEM    PURG   CMPRS  PGRP  PPID  STATE    BOOSTS       %CPU_ME %CPU_OTHRS UID        FAULTS   COW     MSGSENT    MSGRECV   SYSBSD     SYSMACH    CSW        PAGEINS IDLEW    POWER INSTRS CYCLES USER               #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
5293   check_afp        0.0  00:00.37 4     1   37+    532K+  0B     380K+  5293  1     sleeping *0[1+]       0.00000 0.00000    0          1987+    134+    6509+      9118+     24279+     28221+     15799+     0       41       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
5285   ReportCrash      0.0  00:00.01 3     1   32+    28K+   0B     804K+  5285  1     sleeping  0[0]        0.00000 0.00000    2023764136 2322+    158+    106+       32+       1959+      249+       59+        0       2        0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
5182   mapspushd        0.0  00:01.15 2     1   86+    4364K+ 0B     3092K+ 5182  1     sleeping *0[252+]     0.00000 0.00000    2023764136 15367+   239+    8024+      11793+    41566+     29277+     23340+     0       489      0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
4794   com.apple.Safari 0.0  00:00.23 2     1   41+    788K+  0B     948K+  4794  1     sleeping *0[28+]      0.00000 0.00000    2023764136 7043+    192+    3011+      5420+     15213+     12880+     6073+      0       58       0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
4787   QuickLookUIServi 0.0  00:59.78 3     1   610+   37M+   236K+  10M+   4787  1     sleeping *0[7852+]    0.00000 0.00000    2023764136 675066+  22621+  1074536+   121204+   626586+    1568667+   456469+    855+    5012     0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
4560   ReportCrash      0.0  00:03.20 4     1   80+    4300K+ 0B     17M+   4560  1     sleeping  0[0]        0.00000 0.00000    0          91122+   212+    13180+     8301+     41792+     25225+     13233+     13196+  63       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
4534   storeinstalld    0.0  00:00.19 2     1   33+    744K+  0B     544K+  4534  1     sleeping *0[1+]       0.00000 0.00000    0          3758+    167+    2808+      5346+     14462+     12716+     5992+      0       44       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
4436   AssetCacheLocato 0.0  00:05.66 3     1   60+    1856K+ 0B     2212K+ 4436  1     sleeping *0[7+]       0.00000 0.00000    235        49586+   194+    3286+      16200+    346412+    24639+     196458+    16+     11510    0.0   0      0      _assetcache        N/A    N/A   N/A   N/A   N/A   N/A  
4434   tzd              0.0  00:01.02 2     1   42+    576K+  0B     3224K+ 4434  1     sleeping *0[90+]      0.00000 0.00000    0          7423+    217+    4599+      5551+     69699+     13305+     10142+     53+     45       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
4393   com.apple.WebKit 0.0  00:12.38 5     2   88+    1684K+ 0B     5404K+ 4393  1     sleeping *2+[1+]      0.00000 0.00000    2023764136 56292+   264+    60064+     29291+    685191+    264174+    345209+    48+     15199    0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
4392   com.apple.WebKit 0.0  00:08.60 6     1   189+   13M+   0B     25M+   4392  1     sleeping *0[4975+]    0.00000 0.00000    2023764136 50920+   1277+   80320+     40835+    244018+    292679+    172968+    1+      5091     0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
4391   App Store        0.0  00:16.37 7     2   323+   23M+   0B     9328K+ 4391  1     sleeping *0[2208+]    0.00000 0.00000    2023764136 138627+  543+    157654+    72882+    405216+    402539+    270879+    166+    7891     0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
4375   com.apple.Commer 0.0  00:00.21 2     2   41+    892K+  0B     2148K+ 4375  1     sleeping *0[5+]       0.00000 0.00000    2023764136 5271+    196+    1199+      5394+     15421+     6023+      6240+      1+      94       0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
4372   com.apple.appsto 0.0  00:00.01 2     2   28+    28K+   0B     668K+  4372  1     sleeping *0[2+]       0.00000 0.00000    2023764136 1390+    129+    135+       40+       422+       272+       78+        2+      6        0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
4371   storeuid         0.0  00:04.62 3     1   144+   2124K+ 0B     2412K+ 4371  1     sleeping *0[2187+]    0.00000 0.00000    2023764136 10981+   262+    64791+     10696+    214891+    240933+    182561+    10+     4509     0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
4366   SafariQuickLookP 0.0  00:07.43 5     1   203+   10M+   1488K+ 5156K+ 4366  1     sleeping *0[2746+]    0.00000 0.00000    2023764136 45386+   389+    90240+     28606+    207199+    294251+    179717+    14+     3506     0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
4363   com.apple.Safari 0.0  00:00.22 2     1   41+    576K+  0B     1188K+ 4363  1     sleeping *0[7+]       0.00000 0.00000    2023764136 7010+    192+    2794+      5346+     14750+     12609+     5896+      1+      34       0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
4320   RdrCEF helper    0.0  00:06.57 7     1   85+    1748K+ 0B     24M+   4264  4264  sleeping *0[2+]       0.00000 0.00000    2023764136 17192+   1265+   66417+     21245+    235099+    389752+    183528+    6+      5324     0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
4268   VTDecoderXPCServ 0.0  00:00.25 2     1   44+    536K+  0B     1992K+ 4268  1     sleeping *0[6+]       0.00000 0.00000    2023764136 2693+    161+    14681+     10665+    15024+     21173+     6575+      10+     51       0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
4267   RdrCEF helper    0.0  00:06.53 7     1   86+    1744K+ 0B     24M+   4264  4264  sleeping *0[2+]       0.00000 0.00000    2023764136 17284+   1264+   66433+     21304+    235150+    389823+    182402+    885+    5315     0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
4266   RdrCEF helper    0.0  00:15.76 4     1   90+    1276K+ 0B     18M+   4264  4264  sleeping *0[1+]       0.00000 0.00000    2023764136 12161+   1242+   168055+    60304+    522010+    892367+    408184+    1174+   9094     0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
4265   AdobeCRDaemon    0.0  03:59.15 3     2   32+    1072K+ 0B     592K+  4265  4262  sleeping *0[63585+]   0.00000 0.00000    2023764136 450680+  132+    1356819+   299701+   900902+    3164631+   1160533+   12+     40708    0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
4264   RdrCEF           0.0  00:11.81 22    1   268+   5392K+ 0B     9648K+ 4264  4262  sleeping *0[1760+]    0.00000 0.00000    2023764136 19303+   2190+   100523+    42437+    298760+    960851+    236442+    3031+   9463     0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
4263   colorsync.userag 0.0  00:00.79 2     1   52+    504K+  0B     816K+  4263  1     sleeping *0[1+]       0.00000 0.00000    2023764136 2300+    148+    13476+     13343+    47067+     65614+     31636+     1+      65       0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
4262   AdobeReader      0.0  00:54.08 16    4   274+   14M+   0B     61M+   4262  1     sleeping *0[1768+]    0.00000 0.00000    2023764136 172886+  2628+   213935+    46153+    935401+    870992+    723397+    11543+  19763    0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
4249   com.apple.appkit 0.0  00:22.77 3     1   269+   11M+   44K+   12M+   4249  1     sleeping *0[3438+]    0.00000 0.00000    2023764136 242241+  2772+   104344+    37870+    625484+    332489+    213208+    256+    4431     0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
4239   printtool        0.0  00:00.31 2     2   46+    1212K+ 0B     472K+  4239  1     sleeping *0[401+]     0.00000 0.00000    2023764136 4833+    160+    3955+      5871+     22303+     9351+      7548+      5+      73       0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
4233-  soffice          0.0  02:07.46 7     2   220+   85M+   64K+   72M+   4233  1     sleeping *0[2526+]    0.00000 0.00000    2023764136 1062765+ 3904+   434832+    125122+   2539313+   4378715+   897407+    12635+  18346    0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
4072   KeychainSyncingO 0.0  00:00.36 2     1   63+    832K+  0B     588K+  4072  1     sleeping *0[258+]     0.00000 0.00000    2023764136 4680+    179+    7470+      8160+     18553+     24308+     11072+     60+     153      0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
3213   ContextService   0.0  00:05.16 2     2   45+    13M+   0B     1280K+ 3213  1     sleeping *0[430+]     0.00000 0.00000    2023764136 15844+   727+    5118+      6494+     187189+    10570+     11414+     4632+   101      0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
3204   com.apple.access 0.0  00:00.73 2     2   32+    900K+  0B     56K+   3204  1     sleeping *0[1738+]    0.00000 0.00000    2023764136 4892+    129+    17019+     12461+    55005+     21424+     20066+     0       259      0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
3078   bash             0.0  00:00.07 1     0   19+    784K+  0B     0B     3078  3077  sleeping *0[1+]       0.00000 0.00000    2023764136 1515+    663+    99+        39+       6988+      157+       569+       0       0        0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
3077   login            0.0  00:00.02 2     1   30+    1056K+ 0B     0B     3077  1409  sleeping *0[9+]       0.00000 0.00000    0          1653+    204+    128+       30+       1270+      260+       99+        0       0        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
3075   java             0.0  79:26.84 41    1   303+   511M+  16K+   8860K+ 2608  2611  sleeping *0[1826+]    0.00000 0.00000    2023764136 393956+  1234+   23327638+  6823297+  151256712+ 176229953+ 101693243+ 9300+   3692955  0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
2611   bash             0.0  00:00.10 1     0   10+    988K+  0B     0B     2608  2608  sleeping *0[1+]       0.00000 0.00000    2023764136 10533+   5434+   409+       203+      7318+      245+       411+       0       0        0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
2608   bash             0.0  00:00.00 1     0   10+    428K+  0B     0B     2608  1     sleeping *0[1+]       0.00000 0.00000    2023764136 640+     174+    70+        25+       326+       146+       23+        0       0        0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
2604   STS              0.0  29:04.46 72    2   434+   936M+  7476K+ 27M+   2604  1     sleeping *1+[24+]     0.00000 0.00000    2023764136 1579841+ 1518+   1337518+   322257+   33894018+  63513004+  24561555+  6849+   1705685  0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
2229   taskgated        0.0  00:00.17 1     0   19+    900K+  0B     188K+  2229  1     sleeping *0[1+]       0.00000 0.00000    0          3894+    132+    317+       22+       10573+     816+       457+       0       23       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
1929   com.apple.Commer 0.0  00:05.33 4     3   65+    6204K+ 0B     904K+  1929  1     sleeping *0[4+]       0.00000 0.00000    2023764136 48396+   238+    5119+      11345+    304701+    17514+     188176+    274+    12783    0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1926   Self Service     0.0  36:06.90 8     3   538+   52M+   2060K+ 9940K+ 1926  1     sleeping *0[1999+]    0.00000 0.00000    2023764136 421116+  5400+   15457721+  246032+   57409901+  62021788+  57242233+  1839+   2287039  0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1791   ScopedBookmarkAg 0.0  00:01.80 2     2   47+    2436K+ 0B     1736K+ 1791  1     sleeping *0[362+]     0.00000 0.00000    2023764136 12880+   186+    4415+      17871+    129113+    20635+     36319+     2+      884      0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1787   com.apple.hiserv 0.0  00:00.63 2     2   49+    1200K+ 0B     24K+   1787  1     sleeping *0[1311+]    0.00000 0.00000    2023764136 5367+    139+    13831+     7695+     26262+     18705+     11671+     0       171      0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1784   Preview          0.0  01:43.30 6     1   516+   91M+   2320K+ 37M+   1784  1     sleeping *0[3947+]    0.00000 0.00000    2023764136 1145686+ 6584+   816412+    185253+   842862+    1815624+   674361+    3796+   7046     0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1782   dprivacyd        0.0  00:00.60 2     2   66+    3308K+ 4096B+ 60K+   1782  1     sleeping *0[1077+]    0.00000 0.00000    0          5816+    162+    5738+      6697+     27867+     12312+     10855+     42+     196      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
1781   com.apple.Safari 0.0  01:02.67 3     3   73+    4972K+ 0B     14M+   1781  1     sleeping *0[101+]     0.00000 0.00000    2023764136 420021+  195+    8512+      11957+    737867+    22941+     269386+    1991+   12918    0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1779   com.apple.Safari 0.0  00:12.42 4     1   338+   38M+   0B     4832K+ 1779  1     sleeping *0[1006+]    0.00000 0.00000    2023764136 82306+   240+    18638+     24814+    513737+    59813+     272538+    8+      13023    0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1778   com.apple.Safari 0.0  00:00.43 2     1   41+    3892K+ 0B     716K+  1778  1     sleeping *0[772+]     0.00000 0.00000    2023764136 8030+    245+    5883+      6094+     21817+     15060+     7054+      16+     49       0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1772   com.apple.WebKit 0.0  00:09.12 5     1   92+    7388K+ 152K+  404K+  1772  1     sleeping *1+[1+]      0.00000 0.00000    2023764136 25277+   238+    102679+    43289+    497308+    496720+    307910+    125+    4916     0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1771   com.apple.WebKit 0.0  09:44.75 8     2   185+   50M+   0B     2164K+ 1771  1     sleeping *2+[1+]      0.00000 0.00000    2023764136 1873724+ 796+    3311480+   1377290+  23615024+  12316971+  9504297+   225012+ 40239    0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1767   Safari           0.0  40:22.93 10    3   918+   132M+  11M+   3348K+ 1767  1     sleeping *0[21392+]   0.00000 0.00000    2023764136 6517434+ 221109+ 33921012+  16478704+ 45065571+  107404221+ 37178501+  7426+   53052    0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1734   rtcreportingd    0.0  00:06.46 4     2   50+    5352K+ 0B     32K+   1734  1     sleeping *0[1+]       0.00000 0.00000    0          51406+   231+    6525+      20240+    366155+    39871+     207337+    36+     13419    0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
1733   installerdiagd   0.0  00:00.01 2     2   20+    688K+  0B     32K+   1733  1     sleeping *0[3+]       0.00000 0.00000    0          1407+    134+    92+        41+       407+       158+       45+        0       3        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
1410   silhouette       0.0  00:01.38 2     1   58+    5056K+ 72K+   5760K+ 1410  1     sleeping  0[0]        0.00000 0.00000    2023764136 13832+   176+    3130+      5475+     94374+     17255+     8391+      125+    53       0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1409   Terminal         0.0  02:31.12 7     2   355+   54M+   26M+   15M+   1409  1     sleeping *0[5555+]    0.00000 0.00000    2023764136 2146515+ 12655+  1442052+   277345+   1345587+   3466838+   1118304+   2375+   14537    0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1407   com.apple.Notes. 0.0  00:00.75 2     1   46+    2936K+ 80K+   1576K+ 1407  1     sleeping *0[295+]     0.00000 0.00000    2023764136 5752+    170+    4056+      5635+     21065+     15084+     6880+      8+      50       0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1405   suggestd         0.0  00:14.05 2     1   214+   11M+   328K+  5564K+ 1405  1     sleeping *104+[415+]  0.00000 0.00000    2023764136 60232+   437+    69212+     32498+    391541+    157757+    104394+    7085+   1397     0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1404   corespotlightd   0.0  00:10.07 3     1   90+    13M+   24K+   716K+  1404  1     sleeping *5+[191+]    0.00000 0.00000    2023764136 94714+   416+    44736+     25417+    271484+    111508+    144373+    1276+   1155     0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1403   com.apple.Safari 0.0  00:04.33 3     1   43+    4464K+ 536K+  76K+   1403  1     sleeping *0[2620+]    0.00000 0.00000    2023764136 20691+   228+    21051+     12448+    215079+    55970+     46325+     103+    494      0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1402   DataDetectorsSou 0.0  00:00.02 3     2   22+    2292K+ 0B     24K+   1402  1     sleeping *0[2+]       0.00000 0.00000    257        1948+    140+    86+        34+       781+       198+       74+        13+     1        0.0   0      0      _datadetectors     N/A    N/A   N/A   N/A   N/A   N/A  
1401   SiriNCService    0.0  00:12.90 3     1   135+   3280K+ 0B     16K+   1401  1     sleeping *0[11449+]   0.00000 0.00000    2023764136 15614+   269+    660295+    196726+   269186+    817381+    193813+    3+      4411     0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1386   keyboardservices 0.0  00:05.40 3     2   79+    4016K+ 64K+   2156K+ 1386  1     sleeping *0[6+]       0.00000 0.00000    2023764136 52368+   231+    13656+     11745+    318173+    36188+     194328+    105+    8717     0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1385   AppleSpell       0.0  00:33.52 2     1   153+   38M+   444K+  2464K+ 1385  1     sleeping *0[1+]       0.00000 0.00000    2023764136 377078+  539+    66105+     24689+    1195871+   183836+    95136+     9439+   864      0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1384   AudioComponentRe 0.0  00:00.52 2     1   59+    4192K+ 32K+   32K+   1384  1     sleeping *0[101+]     0.00000 0.00000    2023764136 7442+    454+    6127+      6967+     36849+     22127+     11552+     27+     125      0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
1358   LaterAgent       0.0  00:04.95 3     1   144+   3336K+ 0B     0B     1358  1     sleeping *0[1+]       0.00000 0.00000    2023764136 10617+   260+    66313+     13771+    233250+    261811+    194005+    0       5068     0.0   0      0      vaibhav.d          N/A    N/A   N/A   N/A   N/A   N/A  
